"日付け","終値","始値","高値","安値","出来高","前日比%"
"2015年11月05日","48,651","54,206","61,439","47,182","2.04K","-18.46%"
"2015年11月04日","59,663","48,274","62,658","42,513","3.47K","23.59%"
"2015年11月03日","48,274","43,539","48,656","39,310","3.54K","10.88%"
"2015年11月02日","43,539","40,117","44,423","37,210","3.15K","8.53%"
"2015年11月01日","40,118","38,251","40,903","36,770","1.59K","4.88%"
"2015年10月31日","38,251","40,428","42,527","37,147","2.40K","-5.38%"
"2015年10月30日","40,428","38,325","42,577","34,900","4.35K","5.49%"
"2015年10月29日","38,325","36,539","39,016","34,900","4.85K","4.89%"
"2015年10月28日","36,539","35,208","37,131","33,953","3.01K","6.62%"
"2015年10月27日","34,271","34,164","36,079","33,599","1.99K","0.31%"
"2015年10月26日","34,164","34,338","35,502","33,431","2.28K","-0.51%"
"2015年10月25日","34,338","33,313","36,064","33,126","4.04K","3.08%"
"2015年10月24日","33,313","33,203","34,138","32,475","1.98K","0.15%"
"2015年10月23日","33,264","32,394","34,225","31,616","1.82K","2.69%"
"2015年10月22日","32,394","31,379","33,570","30,545","1.81K","1.52%"
"2015年10月21日","31,910","32,197","32,627","30,258","0.78K","-0.07%"
"2015年10月20日","31,932","31,549","32,426","30,595","1.28K","2.40%"
"2015年10月19日","31,185","30,695","32,149","30,149","3.16K","2.00%"
"2015年10月18日","30,574","30,632","32,338","30,024","4.47K","-0.74%"
"2015年10月17日","30,803","30,365","32,183","29,055","4.66K","0.86%"
"2015年10月16日","30,539","30,259","31,297","29,050","3.46K","0.93%"
"2015年10月15日","30,259","29,671","30,555","28,938","2.93K","0.57%"
"2015年10月14日","30,088","29,713","30,666","28,732","1.42K","1.26%"
"2015年10月13日","29,713","29,436","31,292","28,966","2.48K","0.94%"
"2015年10月12日","29,436","29,436","29,436","29,436","1.22K","0.00%"
"2015年10月11日","29,436","29,436","29,436","29,436","1.39K","0.00%"
"2015年10月10日","29,436","29,054","30,123","28,494","0.99K","0.48%"
"2015年10月09日","29,297","28,955","30,117","27,866","0.71K","1.18%"
"2015年10月08日","28,955","28,218","30,118","27,543","2.02K","2.61%"
"2015年10月07日","28,218","29,014","29,711","27,363","1.69K","-1.57%"
"2015年10月06日","28,667","28,630","29,630","27,768","0.77K","0.13%"
"2015年10月05日","28,630","27,941","28,895","27,459","1.33K","2.47%"
"2015年10月04日","27,941","28,107","29,247","27,439","1.10K","0.04%"
"2015年10月03日","27,930","27,933","28,837","27,435","0.29K","-1.68%"
"2015年10月02日","28,408","27,954","28,896","27,248","1.06K","0.58%"
"2015年10月01日","28,244","28,024","29,074","27,227","1.13K","0.78%"
"2015年09月30日","28,024","28,472","29,365","27,930","1.20K","-1.57%"
"2015年09月29日","28,472","27,868","29,501","27,583","1.95K","2.96%"
"2015年09月28日","27,653","27,881","28,894","27,061","0.67K","-0.90%"
"2015年09月27日","27,905","28,213","28,918","27,862","0.98K","-0.97%"
"2015年09月26日","28,178","28,350","28,646","27,881","0.90K","-0.61%"
"2015年09月25日","28,350","27,972","28,678","27,553","1.56K","1.35%"
"2015年09月24日","27,972","27,646","28,458","27,169","1.47K","1.15%"
"2015年09月23日","27,653","27,410","27,990","26,843","1.11K","2.58%"
"2015年09月22日","26,957","27,266","27,961","26,787","0.80K","-1.26%"
"2015年09月21日","27,300","27,577","28,209","22,759","0.76K","-1.00%"
"2015年09月20日","27,577","27,687","28,239","27,213","0.78K","0.28%"
"2015年09月19日","27,499","27,627","28,308","27,351","0.34K","0.05%"
"2015年09月18日","27,486","27,620","28,517","27,216","1.59K","-0.49%"
"2015年09月17日","27,621","27,417","28,051","26,858","0.92K","0.74%"
"2015年09月16日","27,417","27,378","28,050","27,108","0.69K","-0.96%"
"2015年09月15日","27,683","27,873","28,470","26,996","0.74K","-0.68%"
"2015年09月14日","27,873","27,692","28,483","27,235","0.50K","0.65%"
"2015年09月13日","27,692","28,242","28,883","27,270","0.62K","-1.95%"
"2015年09月12日","28,242","28,807","29,127","26,745","0.57K","-1.96%"
"2015年09月11日","28,807","27,950","29,259","26,241","0.90K","2.98%"
"2015年09月10日","27,975","28,177","29,662","26,269","1.52K","-0.68%"
"2015年09月09日","28,166","28,817","29,701","22,848","1.62K","-3.85%"
"2015年09月08日","29,295","28,724","29,495","22,658","1.52K","2.74%"
"2015年09月07日","28,512","28,291","29,186","27,683","1.23K","0.78%"
"2015年09月06日","28,291","27,681","28,982","27,179","1.63K","2.28%"
"2015年09月05日","27,662","27,284","28,049","26,721","0.83K","1.44%"
"2015年09月04日","27,269","27,108","27,629","26,535","1.69K","0.60%"
"2015年09月03日","27,108","27,362","28,120","26,701","1.35K","-0.53%"
"2015年09月02日","27,253","26,732","27,906","26,161","1.34K","1.94%"
"2015年09月01日","26,736","27,608","28,326","26,292","0.92K","-3.16%"
"2015年08月31日","27,608","26,855","28,221","26,404","0.22K","4.30%"
"2015年08月30日","26,470","28,030","28,421","26,199","0.80K","-1.44%"
"2015年08月29日","26,856","27,986","28,573","25,764","1.63K","-4.04%"
"2015年08月28日","27,986","27,248","28,500","26,399","1.27K","2.08%"
"2015年08月27日","27,415","27,410","27,913","26,719","1.02K","-0.05%"
"2015年08月26日","27,430","26,762","27,809","25,221","1.48K","2.50%"
"2015年08月25日","26,762","25,968","27,407","24,292","0.50K","3.06%"
"2015年08月24日","25,968","27,832","28,951","25,734","0.60K","-6.70%"
"2015年08月23日","27,832","27,942","28,496","27,518","0.08K","-0.39%"
"2015年08月22日","27,942","28,446","29,119","27,163","0.70K","-1.80%"
"2015年08月21日","28,454","29,120","29,363","28,196","0.62K","-2.29%"
"2015年08月20日","29,120","28,056","29,991","27,580","0.47K","3.80%"
"2015年08月19日","28,054","28,437","32,086","27,645","0.90K","-11.14%"
"2015年08月18日","31,572","31,909","32,486","27,670","0.75K","-1.06%"
"2015年08月17日","31,909","32,024","32,616","31,770","0.86K","-0.36%"
"2015年08月16日","32,024","33,125","33,169","31,703","0.88K","-1.87%"
"2015年08月15日","32,636","32,898","33,425","32,444","0.70K","-0.50%"
"2015年08月14日","32,801","32,926","33,445","32,432","0.23K","-0.01%"
"2015年08月13日","32,803","32,963","33,584","32,440","0.52K","-0.48%"
"2015年08月12日","32,963","33,790","33,918","32,423","0.97K","-0.51%"
"2015年08月11日","33,132","32,361","33,792","31,864","0.43K","2.39%"
"2015年08月10日","32,360","32,647","33,215","32,174","0.89K","-0.19%"
"2015年08月09日","32,422","32,472","34,717","32,060","0.05K","-5.96%"
"2015年08月08日","34,476","34,798","35,056","32,373","0.24K","0.33%"
"2015年08月07日","34,363","34,543","35,142","34,223","0.18K","-0.52%"
"2015年08月06日","34,543","35,096","35,607","34,462","0.58K","-1.58%"
"2015年08月05日","35,095","35,175","35,614","34,760","0.54K","-0.23%"
"2015年08月04日","35,175","34,525","35,544","34,331","0.64K","1.28%"
"2015年08月03日","34,730","34,622","35,353","33,992","0.61K","0.16%"
"2015年08月02日","34,675","34,675","35,361","34,025","0.53K","-0.02%"
"2015年08月01日","34,681","35,421","35,690","34,183","0.70K","-2.09%"
"2015年07月31日","35,421","35,560","35,929","34,884","0.94K","-0.39%"
"2015年07月30日","35,560","35,679","36,573","35,093","1.17K","-0.33%"
"2015年07月29日","35,679","36,741","36,875","35,517","1.17K","-2.16%"
"2015年07月28日","36,467","36,182","36,946","35,189","1.27K","0.79%"
"2015年07月27日","36,182","35,736","36,909","35,173","0.73K","-0.23%"
"2015年07月26日","36,264","35,550","36,391","35,313","0.57K","1.26%"
"2015年07月25日","35,812","35,712","36,221","34,144","1.06K","0.28%"
"2015年07月24日","35,712","34,228","35,889","33,935","0.78K","3.86%"
"2015年07月23日","34,386","34,387","34,687","33,896","0.33K","-0.00%"
"2015年07月22日","34,387","34,219","34,871","33,829","0.52K","0.44%"
"2015年07月21日","34,237","34,354","35,181","33,908","0.70K","-0.11%"
"2015年07月20日","34,274","33,965","34,708","33,690","0.62K","0.40%"
"2015年07月19日","34,139","34,225","34,955","33,666","0.43K","-0.25%"
"2015年07月18日","34,225","34,507","34,966","33,699","0.87K","-0.82%"
"2015年07月17日","34,507","34,450","36,142","33,486","1.52K","-2.14%"
"2015年07月16日","35,262","35,718","36,951","33,477","0.52K","-0.51%"
"2015年07月15日","35,444","35,537","36,859","35,298","0.89K","-0.26%"
"2015年07月14日","35,537","36,064","38,254","34,820","0.99K","-1.46%"
"2015年07月13日","36,064","38,157","38,636","34,261","0.62K","-5.49%"
"2015年07月12日","38,157","35,874","38,600","34,715","0.68K","6.07%"
"2015年07月11日","35,975","35,040","36,612","33,142","0.69K","2.67%"
"2015年07月10日","35,040","33,159","36,172","32,518","1.35K","5.85%"
"2015年07月09日","33,104","32,844","33,488","32,306","0.73K","0.91%"
"2015年07月08日","32,804","32,920","33,388","32,238","0.75K","0.53%"
"2015年07月07日","32,631","33,353","34,138","32,413","1.49K","10.80%"
"2015年03月09日","33,818","33,220","34,285","32,778","1.14K","1.80%"
"2015年03月08日","33,220","33,176","33,636","32,530","0.83K","0.13%"
"2015年03月07日","33,176","32,898","33,594","32,050","1.08K","0.61%"
"2015年03月06日","32,975","33,673","34,196","31,643","1.46K","20.95%"
"2015年01月31日","27,263","26,894","28,520","26,894","0.82K","1.37%"
"2015年01月30日","26,894","27,622","28,739","26,251","1.35K","-2.64%"
"2015年01月29日","27,622","27,878","31,568","26,284","0.68K","-0.92%"
"2015年01月28日","27,878","31,071","31,971","27,334","1.19K","-12.11%"
"2015年01月27日","31,719","33,630","37,076","29,757","0.79K","-3.43%"
"2015年01月26日","32,846","29,600","37,128","28,616","1.33K","13.70%"
"2015年01月24日","28,888","27,207","29,329","26,585","0.05K","6.18%"
"2015年01月23日","27,207","27,476","28,149","26,341","0.42K","-0.98%"
"2015年01月22日","27,476","26,867","28,319","24,871","0.49K","2.26%"
"2015年01月21日","26,867","24,879","27,399","24,092","0.68K","7.99%"
"2015年01月20日","24,879","24,973","25,698","23,949","1.15K","-0.38%"
"2015年01月19日","24,973","24,618","25,814","22,918","0.57K","1.44%"
"2015年01月18日","24,618","24,714","25,892","22,621","0.81K","4.99%"
"2015年01月17日","23,448","24,872","30,981","22,586","1.56K","-5.73%"
"2015年01月16日","24,872","25,327","31,230","22,828","0.97K","-1.80%"
"2015年01月15日","25,327","26,186","29,521","19,962","1.06K","18.89%"
"2015年01月14日","21,303","26,601","31,926","19,902","1.80K","-19.92%"
"2015年01月13日","26,601","32,409","32,647","26,553","2.36K","-17.22%"
"2015年01月12日","32,136","31,738","33,616","31,487","1.30K","1.25%"
"2015年01月11日","31,738","33,114","34,122","31,541","1.56K","-3.80%"
"2015年01月10日","32,993","34,244","35,005","32,875","1.20K","-3.38%"
"2015年01月09日","34,147","33,936","35,253","33,287","1.48K","-0.22%"
"2015年01月08日","34,220","34,578","35,540","33,147","0.94K","-1.03%"
"2015年01月07日","34,578","34,366","35,399","32,258","0.76K","4.23%"
"2015年01月06日","33,174","32,724","34,366","31,869","0.97K","1.38%"
"2015年01月05日","32,724","34,080","35,147","31,014","0.59K","-3.80%"
"2015年01月04日","34,015","36,997","38,018","31,061","0.17K","-9.63%"
"2015年01月03日","37,642","38,023","38,301","35,018","0.09K","-1.00%"
"2015年01月02日","38,023","38,182","38,615","37,671","1.01K","0.27%"
"2015年01月01日","37,921","38,492","38,569","37,177","0.31K","-1.48%"
"2014年12月31日","38,492","37,586","38,492","37,146","0.97K","2.09%"
"2014年12月30日","37,702","38,375","38,684","37,161","0.93K","-0.92%"
"2014年12月29日","38,051","37,948","38,828","37,487","0.00K","0.27%"
"2014年12月28日","37,948","38,066","39,462","37,451","0.12K","-0.31%"
"2014年12月27日","38,066","39,445","39,693","37,556","0.23K","-3.50%"
"2014年12月26日","39,445","38,670","39,702","37,776","0.23K","2.00%"
"2014年12月25日","38,670","39,070","40,550","38,014","0.03K","-1.02%"
"2014年12月24日","39,070","40,101","41,315","38,247","0.72K","-2.57%"
"2014年12月23日","40,101","40,071","41,119","35,965","0.56K","2.57%"
"2014年12月22日","39,098","38,327","40,242","35,855","1.45K","2.01%"
"2014年12月21日","38,327","39,062","39,543","37,171","0.28K","-1.88%"
"2014年12月20日","39,062","37,750","39,524","33,419","0.30K","3.47%"
"2014年12月19日","37,750","36,878","38,613","33,301","1.56K","2.37%"
"2014年12月18日","36,878","39,094","39,779","33,097","1.28K","-4.05%"
"2014年12月17日","38,436","38,554","40,891","37,281","1.22K","-0.31%"
"2014年12月16日","38,554","41,377","41,895","38,554","1.02K","-7.22%"
"2014年12月15日","41,555","42,061","42,268","41,058","1.16K","-1.20%"
"2014年12月14日","42,061","42,071","42,209","41,222","0.28K","-0.02%"
"2014年12月13日","42,071","42,144","42,144","41,049","0.36K","-0.17%"
"2014年12月12日","42,144","42,458","43,735","40,629","0.65K","-1.52%"
"2014年12月11日","42,795","41,657","43,849","40,208","0.22K","2.73%"
"2014年12月10日","41,657","42,451","44,297","40,990","0.52K","-1.87%"
"2014年12月09日","42,451","44,067","46,745","41,860","0.71K","-3.67%"
"2014年12月08日","44,067","45,307","46,998","44,060","1.31K","-2.74%"
"2014年12月07日","45,307","45,805","46,079","45,044","0.38K","-1.09%"
"2014年12月06日","45,805","45,799","45,999","44,730","0.44K","0.01%"
"2014年12月05日","45,799","44,502","46,157","43,990","0.65K","2.91%"
"2014年12月04日","44,502","45,326","46,371","44,197","0.87K","-1.82%"
"2014年12月03日","45,326","45,872","46,560","44,493","1.11K","-1.19%"
"2014年12月02日","45,872","45,104","46,050","44,081","1.17K","1.70%"
"2014年12月01日","45,104","45,355","45,969","44,448","1.35K","-0.55%"
"2014年11月30日","45,355","44,243","45,927","44,243","0.11K","2.51%"
"2014年11月29日","44,243","45,287","46,012","42,087","0.09K","-2.31%"
"2014年11月28日","45,287","44,117","45,287","40,101","1.03K","2.65%"
"2014年11月27日","44,117","43,442","44,888","42,938","0.71K","1.55%"
"2014年11月26日","43,442","45,071","46,014","43,433","0.39K","-3.61%"
"2014年11月25日","45,071","44,338","47,490","42,998","0.43K","1.65%"
"2014年11月24日","44,338","44,194","46,017","42,700","0.72K","0.33%"
"2014年11月23日","44,194","41,128","44,205","41,128","0.03K","7.46%"
"2014年11月22日","41,128","42,168","43,224","40,880","0.20K","-2.47%"
"2014年11月21日","42,168","42,709","46,038","40,920","0.48K","-1.27%"
"2014年11月20日","42,709","44,590","46,232","41,704","0.43K","-4.22%"
"2014年11月19日","44,590","44,376","46,241","43,207","0.62K","0.48%"
"2014年11月18日","44,376","45,348","48,669","43,292","0.57K","-2.14%"
"2014年11月17日","45,348","45,714","48,466","43,811","0.48K","-0.80%"
"2014年11月16日","45,714","44,753","46,259","43,378","0.60K","2.15%"
"2014年11月15日","44,753","46,883","47,370","43,250","0.42K","-4.54%"
"2014年11月14日","46,883","47,501","54,606","43,403","0.80K","-1.30%"
"2014年11月13日","47,501","47,732","54,454","42,251","0.74K","-0.48%"
"2014年11月12日","47,732","42,478","48,377","41,431","1.60K","12.37%"
"2014年11月11日","42,478","41,894","42,999","40,468","1.53K","1.40%"
"2014年11月10日","41,894","40,614","42,303","38,328","1.44K","3.15%"
"2014年11月09日","40,614","39,012","40,614","37,918","0.71K","4.11%"
"2014年11月08日","39,012","38,700","40,183","37,850","0.39K","0.81%"
"2014年11月07日","38,700","39,251","40,331","38,232","0.43K","-1.41%"
"2014年11月06日","39,251","38,590","40,365","37,366","1.43K","1.71%"
"2014年11月05日","38,590","37,432","39,447","36,210","0.88K","3.09%"
"2014年11月04日","37,432","37,050","38,358","35,880","1.05K","1.03%"
"2014年11月03日","37,050","36,831","38,348","34,726","0.70K","0.59%"
"2014年11月02日","36,831","35,907","37,536","35,047","0.60K","2.57%"
"2014年11月01日","35,907","37,987","39,105","35,856","0.33K","-5.48%"
"2014年10月31日","37,987","37,298","38,849","36,599","1.65K","1.85%"
"2014年10月30日","37,298","36,501","39,232","35,997","1.15K","2.18%"
"2014年10月29日","36,501","38,829","38,948","36,418","1.52K","-6.00%"
"2014年10月28日","38,829","37,757","38,979","37,180","2.17K","2.84%"
"2014年10月27日","37,757","39,402","40,288","37,145","1.75K","-4.17%"
"2014年10月26日","39,402","37,741","40,342","37,421","0.53K","4.40%"
"2014年10月25日","37,741","38,986","39,147","37,200","0.61K","-3.19%"
"2014年10月24日","38,986","38,699","41,409","37,589","0.74K","0.74%"
"2014年10月23日","38,699","41,470","42,156","38,230","0.86K","-6.68%"
"2014年10月22日","41,470","41,478","41,812","39,062","1.05K","-0.02%"
"2014年10月21日","41,478","41,163","42,076","39,404","0.95K","0.76%"
"2014年10月20日","41,163","41,421","41,538","39,752","1.31K","-0.62%"
"2014年10月19日","41,421","41,046","41,421","37,666","0.07K","0.91%"
"2014年10月18日","41,046","40,466","41,055","37,028","0.56K","1.43%"
"2014年10月17日","40,466","39,795","42,322","32,871","2.08K","1.69%"
"2014年10月16日","39,795","41,400","42,725","39,736","2.17K","-3.88%"
"2014年10月15日","41,400","43,431","43,761","41,030","1.39K","-4.68%"
"2014年10月14日","43,431","40,774","43,817","37,748","1.36K","6.52%"
"2014年10月13日","40,774","39,192","40,977","36,847","1.72K","4.04%"
"2014年10月12日","39,192","38,769","39,528","36,624","0.73K","1.09%"
"2014年10月11日","38,769","38,697","40,276","33,334","0.77K","0.19%"
"2014年10月10日","38,697","39,152","41,521","33,169","1.32K","-1.16%"
"2014年10月09日","39,152","39,084","42,181","35,682","1.18K","0.17%"
"2014年10月08日","39,084","36,601","39,084","32,754","1.35K","6.79%"
"2014年10月07日","36,601","35,963","40,360","32,762","1.46K","0.20%"
"2014年10月06日","36,529","36,286","39,177","31,952","0.76K","0.67%"
"2014年10月05日","36,286","36,180","40,116","32,070","0.57K","0.29%"
"2014年10月04日","36,180","39,748","41,394","35,840","0.52K","-8.98%"
"2014年10月03日","39,748","40,952","41,899","39,507","1.33K","-2.94%"
"2014年10月02日","40,952","41,370","42,264","39,709","0.77K","-1.01%"
"2014年10月01日","41,370","43,712","43,835","40,503","0.34K","-5.36%"
"2014年09月30日","43,712","40,996","43,737","39,851","1.47K","6.63%"
"2014年09月29日","40,996","41,790","44,277","37,558","1.27K","-1.90%"
"2014年09月28日","41,790","44,509","44,529","41,555","0.46K","-6.11%"
"2014年09月27日","44,509","44,241","44,819","43,093","0.92K","0.61%"
"2014年09月26日","44,241","44,355","45,515","43,362","1.83K","-0.26%"
"2014年09月25日","44,355","46,559","48,542","42,937","1.88K","-4.73%"
"2014年09月24日","46,559","47,682","50,296","42,347","1.80K","-2.36%"
"2014年09月23日","47,682","42,978","50,223","42,060","2.19K","10.95%"
"2014年09月22日","42,978","44,370","44,639","41,357","0.48K","-3.14%"
"2014年09月21日","44,370","43,939","45,871","41,234","0.58K","0.98%"
"2014年09月20日","43,939","43,370","46,160","42,253","0.26K","1.31%"
"2014年09月19日","43,370","45,779","52,882","41,302","0.88K","-5.26%"
"2014年09月18日","45,779","48,559","52,882","45,020","1.07K","-5.73%"
"2014年09月17日","48,559","49,299","50,653","47,561","0.91K","-1.50%"
